"Date","Minimum_temperature","Maximum_temperature","Rainfall_(mm)","Direction_of_maximum_wind_gust","Speed_of_maximum_wind_gust_(km/h)","Time_of_maximum_wind_gust","9am_Temperature","9am_relative_humidity_(%)","9am_cloud_amount_(oktas)","9am_wind_direction","9am_wind_speed_(km/h)","9am_MSL_pressure_(hPa)","3pm_Temperature","3pm_relative_humidity_(%)","3pm_cloud_amount_(oktas)","3pm_wind_direction","3pm_wind_speed_(km/h)","3pm_MSL_pressure_(hPa)","Month","Year"
2020-12-31,15.1,24,0,"E",39,16:48:00.000000,15.7,88,8,"NE","9",1020.1,22.6,57,1,"E","24",1018.1,"12","2020"
2021-01-01,14.4,19.7,0,"ESE",35,12:39:00.000000,15.9,71,8,"SE","17",1021.7,18.5,59,8,"ESE","17",1019.1,"1","2021"
2021-01-02,13,22.3,0,"E",37,16:02:00.000000,16.9,59,8,"E","7",1015.7,20.6,60,8,"E","17",1011.7,"1","2021"
2021-01-03,15.7,26.7,5.8,"NNW",31,13:28:00.000000,17.9,94,8,"NNW","0",1008.1,24.1,60,8,"NW","17",1005.8,"1","2021"
2021-01-04,14.6,24.8,7.2,"WNW",56,13:28:00.000000,21.6,74,7,"W","6",1006.3,16.3,97,8,"SSW","13",1007.6,"1","2021"
2021-01-05,14.1,28,5.4,"NW",39,13:16:00.000000,19.2,77,4,"W","9",1008,26.6,41,2,"NW","20",1006.2,"1","2021"
2021-01-06,13,24.7,0.2,"ESE",46,13:23:00.000000,18.2,68,8,"SE","11",1014,19.1,76,7,"ESE","33",1013.4,"1","2021"
2021-01-07,8.3,24.3,0,"ENE",44,17:21:00.000000,16.6,57,6.57505518763797,"SSE","19",1020.8,22.3,37,3,"E","26",1019.2,"1","2021"
2021-01-08,8.2,22.2,0,"SE",39,12:22:00.000000,15.5,61,8,"ESE","17",1023.7,20.8,42,7,"ESE","19",1022.1,"1","2021"
2021-01-09,7.1,27.7,0,"NE",31,18:27:00.000000,17.3,61,6.57505518763797,"SSE","6",1022.6,26.1,35,1,"WNW","11",1018.7,"1","2021"
2021-01-10,10.7,31.8,0,"ENE",37,17:57:00.000000,19.9,60,6.57505518763797,"SSW","7",1020,29,32,8,"NE","17",1016.1,"1","2021"
2021-01-11,10.2,32.5,0,"N",31,15:21:00.000000,20.5,55,6.57505518763797,"NE","2",1017.6,31.5,24,5.65987780040733,"WSW","19",1013.2,"1","2021"
2021-01-12,12,33.7,0,"E",70,16:55:00.000000,22.1,49,6.57505518763797,"SW","7",1014.9,32.8,25,5.65987780040733,"WNW","26",1011.8,"1","2021"
2021-01-13,14.4,34.5,1.8,"N",67,20:06:00.000000,21.5,64,6.57505518763797,"E","2",1016.4,32,27,2,"W","17",1011.9,"1","2021"
2021-01-14,14.1,32.9,1,"NW",56,16:46:00.000000,25,50,6.57505518763797,"NW","24",1009.7,31.3,22,5.65987780040733,"W","30",1007.2,"1","2021"
2021-01-15,10.9,27.9,0,"NW",57,13:47:00.000000,19.2,63,3,"NNW","13",1007.2,27.2,22,5.65987780040733,"NW","39",1001.9,"1","2021"
2021-01-16,9,23.5,0,"NW",52,15:16:00.000000,13.8,37,6.57505518763797,"WNW","11",1008.6,22.8,24,5.65987780040733,"WNW","30",1006.8,"1","2021"
2021-01-17,4.8,27.7,0,"NW",41,15:55:00.000000,16,50,6.57505518763797,"WNW","7",1013,26.8,18,5.65987780040733,"W","20",1010.8,"1","2021"
2021-01-18,7.6,30.8,0,"NW",46,15:38:00.000000,17.5,61,6.57505518763797,"SW","7",1013.8,29.7,18,5.65987780040733,"NNW","26",1009.1,"1","2021"
2021-01-19,10.5,30.1,0,"E",52,16:15:00.000000,19.9,34,6.57505518763797,"SSE","15",1015.6,28.3,16,7,"WNW","11",1013.7,"1","2021"
2021-01-20,11.4,24.9,0,"NNE",37,15:42:00.000000,15,60,3,"ENE","19",1022.4,22.6,35,4,"N","13",1018.8,"1","2021"
2021-01-21,8.4,30.5,0,"NW",33,13:51:00.000000,16.4,64,6.57505518763797,"S","7",1018.3,29,23,5.65987780040733,"W","20",1012.3,"1","2021"
2021-01-22,11.2,34.1,0,"NW",50,12:08:00.000000,22.4,52,6.57505518763797,"NW","7",1010.9,31.3,20,1,"W","28",1007.5,"1","2021"
2021-01-23,11.5,35.9,0,"NNW",52,12:14:00.000000,21.1,56,6.57505518763797,"NNW","0",1012.8,34.6,12,5.65987780040733,"NW","17",1009.8,"1","2021"
2021-01-24,13.7,37.5,0,"ESE",48,18:34:00.000000,20.8,79,6.57505518763797,"N","9",1013.6,36.1,16,5.65987780040733,"WNW","17",1009.2,"1","2021"
2021-01-25,15.6,38,0,"NNW",46,12:59:00.000000,25.4,45,6.57505518763797,"N","2",1010.1,36.2,23,1,"NW","24",1004.5,"1","2021"
2021-01-26,18.1,32.7,0,"NW",56,12:02:00.000000,26.3,37,8,"NW","35",1002.3,27.4,44,8,"WNW","24",1001.7,"1","2021"
2021-01-27,16.7,20.1,5,"SE",39,21:51:00.000000,17.2,87,8,"SSE","9",1012,19,68,7,"E","20",1014.2,"1","2021"
2021-01-28,15.9,17.9,0,"ESE",35,09:55:00.000000,16.6,73,8,"SE","17",1020.2,15,93,8,"ESE","17",1020.3,"1","2021"
2021-01-29,13.2,18.8,22.8,"ENE",30,11:37:00.000000,15.1,99,8,"S","9",1017.2,17.8,94,8,"WNW","0",1014.1,"1","2021"
2021-01-30,15,29.3,7.8,"NW",39,11:10:00.000000,18.4,99,8,"N","11",1010.8,28.1,46,5.65987780040733,"WNW","22",1008.7,"1","2021"
2021-01-31,17.5,25.2,0.6,"N",39,13:42:00.000000,19.5,78,8,"ENE","13",1015.4,24.1,57,5.65987780040733,"NE","24",1014.4,"1","2021"
2021-02-01,16.4,28.1,0,"WNW",72,17:22:00.000000,18.8,76,8,"ENE","6",1015.4,26.5,50,8,"WSW","13",1009.6,"2","2021"
2021-02-02,14.9,24.7,28.4,"SE",37,15:44:00.000000,16.9,74,8,"SSE","11",1009.9,23.4,40,2,"SSW","17",1008.8,"2","2021"
2021-02-03,8.3,24.8,0.2,"E",33,20:25:00.000000,14.4,67,7,"S","15",1013.5,22.8,41,1,"WNW","13",1009.4,"2","2021"
2021-02-04,13.2,29.4,0,"NNE",43,20:06:00.000000,19,68,1,"ENE","4",1011.1,27.8,42,8,"NW","15",1007.6,"2","2021"
2021-02-05,17.1,28.2,2,"NE",50,20:04:00.000000,19.7,82,8,"NNW","0",1010.3,26.6,55,7,"NNE","20",1005.5,"2","2021"
2021-02-06,18.8,26,30.6,"N",54,05:07:00.000000,19.2,99,7,"NNW","30",1001.8,25.2,44,5.65987780040733,"NNW","35",1000.6,"2","2021"
2021-02-07,10.1,27.5,5.4,"E",44,18:23:00.000000,18,63,6.57505518763797,"SE","2",1006.5,26.6,35,5.65987780040733,"ENE","7",1005,"2","2021"
2021-02-08,14.8,24.9,1.4,"E",39,17:27:00.000000,15.3,89,8,"SE","6",1013.6,23.1,49,1,"NNW","9",1010.9,"2","2021"
2021-02-09,15,21.9,0,"ENE",37,14:24:00.000000,16.3,70,8,"ESE","11",1017,20.7,58,7,"ENE","17",1014.8,"2","2021"
2021-02-10,14.2,24.4,0,"E",35,19:24:00.000000,15.6,75,7,"E","13",1016.8,22.7,51,4,"NW","9",1013.1,"2","2021"
2021-02-11,14.6,28.3,0,"NW",35,16:49:00.000000,16.9,78,8,"N","4",1014.1,26.3,43,4,"N","20",1009.4,"2","2021"
2021-02-12,15.7,26,0,"NW",43,10:02:00.000000,21.7,56,8,"NNW","15",1006.8,20,92,8,"NNW","15",1005.9,"2","2021"
2021-02-13,18.5,26.9,2.4,"ENE",46,13:50:00.000000,21.2,81,8,"N","7",1006.6,21.5,64,6,"ENE","31",1008,"2","2021"
2021-02-14,9.8,24.4,0,"ENE",33,18:05:00.000000,16.6,65,6.57505518763797,"SE","11",1016.1,23.1,41,1,"SW","9",1014.3,"2","2021"
2021-02-15,12.6,23.6,0,"ESE",48,12:07:00.000000,17,56,7,"SSE","26",1019.4,22.5,42,5.65987780040733,"E","30",1019,"2","2021"
2021-02-16,9.9,25.1,0,"E",44,13:33:00.000000,17.8,69,8,"S","19",1022.6,24,56,1,"ENE","26",1020.8,"2","2021"
2021-02-17,12.1,24.3,0,"ESE",41,17:43:00.000000,16.7,73,2,"E","15",1024.3,22.7,48,7,"ENE","24",1023.1,"2","2021"
2021-02-18,11.5,24.2,0,"NE",37,11:26:00.000000,17.5,60,7,"SE","15",1025.1,22.7,52,5,"ENE","20",1022.6,"2","2021"
2021-02-19,12.1,27.2,0,"ENE",28,19:52:00.000000,18.3,74,8,"SSE","11",1021.5,25.1,53,5,"SW","9",1017.5,"2","2021"
2021-02-20,13.6,30.9,0,"E",30,20:00:00.000000,19.9,74,6.57505518763797,"SE","7",1016.3,29.4,33,5.65987780040733,"WNW","11",1012.1,"2","2021"
2021-02-21,14.1,30.3,0,"WSW",37,15:02:00.000000,20.3,75,6.57505518763797,"SW","6",1011.5,26.6,48,8,"W","17",1007.4,"2","2021"
2021-02-22,13,30.1,0,"NW",43,15:05:00.000000,19.1,79,7,"NW","6",1007.2,28.3,43,1,"NNW","19",1004.1,"2","2021"
2021-02-23,12.8,22.4,0.2,"SSE",35,13:05:00.000000,13.4,70,8,"SSE","20",1012.2,20.1,43,7,"S","19",1012.4,"2","2021"
2021-02-24,6.6,19.7,0.2,"ENE",33,13:25:00.000000,14.2,57,5,"SSE","11",1018.1,18.5,60,7,"E","22",1015.2,"2","2021"
2021-02-25,13.4,24.5,0,"N",30,13:00:00.000000,18.3,70,8,"ESE","2",1010.3,21.6,70,7,"NW","19",1007.8,"2","2021"
2021-02-26,5.8,26.3,2.4,"NW",44,12:29:00.000000,16.7,53,6.57505518763797,"N","11",1009.4,25.4,35,5.65987780040733,"WNW","22",1007.9,"2","2021"
2021-02-27,13.7,28,0,"NW",35,15:27:00.000000,15.3,84,8,"ESE","11",1013.1,25,41,4,"WSW","11",1010.1,"2","2021"
2021-02-28,5.6,29.5,0,"WNW",33,16:06:00.000000,14.7,61,6.57505518763797,"SSE","6",1012.4,28.4,24,5.65987780040733,"WNW","17",1009,"2","2021"
2021-03-01,10.1,29.2,0,"WNW",54,13:29:00.000000,14.2,99,7,"ENE","7",1010.4,28.1,26,5.65987780040733,"WNW","35",1007,"3","2021"
2021-03-02,5.4,25.1,0,"E",43,18:06:00.000000,15.1,61,6.57505518763797,"SSE","15",1011.3,22.9,28,5.65987780040733,"SW","13",1009.8,"3","2021"
2021-03-03,9.9,23.3,0,"E",37,18:56:00.000000,12.3,59,8,"SE","13",1016,21.5,28,5.65987780040733,"N","9",1013.2,"3","2021"
2021-03-04,8.2,26.2,0,"WNW",44,15:59:00.000000,13,69,6.57505518763797,"ESE","2",1014.4,24.7,33,5.65987780040733,"WNW","20",1009.4,"3","2021"
2021-03-05,6.2,26.5,0,"E",39,20:10:00.000000,14.5,65,6.57505518763797,"NNW","0",1008.2,25.9,26,5.65987780040733,"WSW","13",1006.3,"3","2021"
2021-03-06,7.2,24.2,0,"E",44,18:35:00.000000,12.2,58,8,"SE","17",1013,21.9,33,5.65987780040733,"NE","7",1010.5,"3","2021"
2021-03-07,6.1,27,0,"WNW",37,14:14:00.000000,13,79,6.57505518763797,"S","4",1014.5,26.1,33,5.65987780040733,"NNW","17",1010.4,"3","2021"
2021-03-08,12.1,27.7,0.2,"WNW",59,14:33:00.000000,15.4,86,8,"ESE","7",1011.7,25.6,39,8,"NW","20",1008.5,"3","2021"
2021-03-09,7.2,27.5,3,"NW",46,13:57:00.000000,17.8,65,6.57505518763797,"N","13",1012.3,26.4,33,5.65987780040733,"NNW","31",1011.5,"3","2021"
2021-03-10,12.9,27,0,"S",50,14:40:00.000000,17.1,76,7,"NE","7",1020.3,26,39,5,"N","11",1017.8,"3","2021"
2021-03-11,13.6,25.7,0,"NW",43,14:42:00.000000,18.2,77,5,"NNW","0",1021.3,23.2,53,8,"WNW","11",1017.3,"3","2021"
2021-03-12,16.3,27,11.2,"ESE",28,18:07:00.000000,18.4,91,8,"SE","6",1018.2,25.1,51,5.65987780040733,"WNW","11",1014.6,"3","2021"
2021-03-13,12.8,30.1,0,"NW",43,13:08:00.000000,16.7,100,6,"NNW","0",1014.5,28.4,39,5.65987780040733,"WNW","22",1009.7,"3","2021"
2021-03-14,10.9,15.9,9.8,"S",39,07:25:00.000000,11.2,99,8,"S","19",1013.8,13.6,67,8,"SSE","13",1016,"3","2021"
2021-03-15,3.5,22.1,10.8,"ENE",30,18:55:00.000000,8.5,77,6.57505518763797,"SE","9",1022.6,20.3,33,5.65987780040733,"S","9",1020,"3","2021"
2021-03-16,6.7,20.5,0,"SE",31,11:20:00.000000,12.4,85,8,"SE","9",1026,19.5,55,8,"ESE","15",1024,"3","2021"
2021-03-17,10.5,17.5,0,"SSE",31,07:44:00.000000,13.8,82,8,"SSE","15",1025.9,15.3,81,8,"ESE","19",1024.8,"3","2021"
2021-03-18,13.3,21.7,0.2,"ESE",48,09:46:00.000000,15.8,89,8,"SSE","11",1025.6,21.1,63,8,"E","30",1024.3,"3","2021"
2021-03-19,13.9,20.7,0.2,"E",44,14:23:00.000000,16.4,77,8,"SE","20",1027.2,17.3,92,8,"E","17",1026.1,"3","2021"
2021-03-20,14.1,20.7,2.6,"SE",46,12:41:00.000000,15.9,82,8,"SSE","20",1025.8,19.4,72,8,"SE","26",1022.8,"3","2021"
2021-03-21,15.5,17.9,11.2,"E",46,07:58:00.000000,16.6,88,8,"E","22",1024.6,17.2,90,8,"ENE","17",1023.5,"3","2021"
2021-03-22,14.9,16.7,5.8,"E",37,08:57:00.000000,15.4,92,8,"E","13",1022.1,16.1,93,8,"ESE","15",1018.8,"3","2021"
2021-03-23,14.3,18.6,30.6,"NW",37,23:00:00.000000,15.6,99,8,"ESE","13",1007,18,99,8,"ESE","13",999.6,"3","2021"
2021-03-24,15.6,19.8,23.8,"NW",52,09:13:00.000000,18.1,79,6,"NW","30",998.7,18.9,66,8,"NW","28",998.7,"3","2021"
2021-03-25,14,22.6,0,"WNW",52,12:40:00.000000,16.4,93,8,"NNW","19",1003.2,21.5,45,5.65987780040733,"WNW","31",1004.1,"3","2021"
2021-03-26,4.4,21.4,0,"NW",37,12:58:00.000000,10.6,84,6.57505518763797,"NNW","0",1013.8,20.3,45,4,"WNW","17",1010.7,"3","2021"
2021-03-27,5.9,21.6,0,"NW",48,11:06:00.000000,12.3,84,3,"NNW","0",1013.2,20.7,48,1,"NW","31",1010.5,"3","2021"
2021-03-28,4.4,21,0.8,"NW",33,13:22:00.000000,10.3,99,6.57505518763797,"NNW","0",1017.5,19.1,42,5.65987780040733,"NW","20",1015,"3","2021"
2021-03-29,3.2,22.4,0,"ENE",31,18:26:00.000000,9.2,85,6.57505518763797,"NNW","0",1020.6,21.9,38,5.65987780040733,"WNW","7",1018.1,"3","2021"
2021-03-30,9.2,22.6,0,"SSE",26,04:56:00.000000,11.4,68,1,"SSE","13",1024.1,19.5,31,3,"S","9",1021.4,"3","2021"
2021-03-31,4.4,23.4,0,"ENE",30,17:58:00.000000,9.9,86,6.57505518763797,"SSE","9",1025,21.6,29,5.65987780040733,"NNW","9",1021.9,"3","2021"
2021-04-01,5,25,0,"N",17,12:35:00.000000,9.8,99,6.57505518763797,"NNW","0",1025.6,23.4,35,5.65987780040733,"NNW","4",1023.3,"4","2021"
2021-04-02,7.4,27.1,0,"E",31,17:09:00.000000,14.4,80,6.57505518763797,"ESE","7",1028.1,26.7,35,5.65987780040733,"E","19",1025.5,"4","2021"
2021-04-03,5.9,28.3,0,"W",26,12:42:00.000000,13.4,75,6.57505518763797,"E","7",1026.5,27,30,5.65987780040733,"SW","11",1022.3,"4","2021"
2021-04-04,5.8,28.1,0,"NW",19,13:59:00.000000,15.2,69,6.57505518763797,"NNW","0",1022.2,27.6,39,5.65987780040733,"NW","9",1017.6,"4","2021"
2021-04-05,8.1,25.6,0,"E",35,19:27:00.000000,19.1,66,6.57505518763797,"ESE","11",1021.8,24.6,53,5.65987780040733,"ENE","13",1019.2,"4","2021"
2021-04-06,10.7,25.3,0,"E",33,19:05:00.000000,19.1,78,7,"SSW","7",1023.7,24.4,50,1,"NNE","15",1020,"4","2021"
2021-04-07,9.7,24.1,0,"ENE",24,15:46:00.000000,16.8,84,8,"SE","2",1021.5,22.9,45,1,"E","9",1016.5,"4","2021"
2021-04-08,10.4,25,0,"NW",28,16:47:00.000000,16.7,84,2,"SSE","7",1015.9,24.4,40,5.65987780040733,"NNW","9",1009.7,"4","2021"
2021-04-09,10.5,23.6,0,"W",56,13:33:00.000000,18.2,66,5,"NW","17",1006.1,22.7,43,5.65987780040733,"WNW","24",1003.9,"4","2021"
2021-04-10,6,15.8,0,"WNW",57,13:15:00.000000,12.9,57,7,"WNW","28",1006.3,14.7,51,5,"WNW","30",1006.2,"4","2021"
2021-04-11,3.6,14.6,0.2,"SSW",50,05:16:00.000000,9.2,49,6.57505518763797,"W","28",1010.1,13.1,40,8,"WNW","26",1011.1,"4","2021"
2021-04-12,-2.6,16.9,0,"W",28,11:30:00.000000,7.8,67,6.57505518763797,"WNW","9",1019.6,16.1,42,5.65987780040733,"WNW","15",1018.1,"4","2021"
2021-04-13,-1.1,19.3,0,"NW",33,15:00:00.000000,8.4,77,6.57505518763797,"SSW","7",1022.5,18.5,39,5.65987780040733,"NNW","20",1017.5,"4","2021"
2021-04-14,8.4,20.7,0,"NW",54,11:03:00.000000,16.5,42,7,"NW","33",1014.5,18.7,34,5,"NW","31",1013,"4","2021"
2021-04-15,5.4,19.8,0,"NNW",43,13:33:00.000000,15.1,50,1,"WNW","17",1016,19,39,5.65987780040733,"NNW","26",1013.3,"4","2021"
2021-04-16,0.6,19.4,0,"E",37,18:23:00.000000,9.9,73,6.57505518763797,"SSW","4",1022,19.1,31,5.65987780040733,"NW","6",1020,"4","2021"
2021-04-17,3.2,19.4,0,"E",24,18:51:00.000000,10.8,84,8,"SE","6",1023.8,18.3,41,5.65987780040733,"NNE","9",1019.8,"4","2021"
2021-04-18,3.6,18.3,0,"N",28,14:17:00.000000,9.8,99,8,"S","4",1022.7,18.2,35,5.65987780040733,"N","15",1018.8,"4","2021"
2021-04-19,0,19.1,0,"N",41,14:14:00.000000,9.4,70,6.57505518763797,"NNW","2",1019.1,18.1,45,5.65987780040733,"NNW","30",1014.7,"4","2021"
2021-04-20,0.9,18.9,0,"NW",50,13:22:00.000000,13.8,59,6.57505518763797,"NW","13",1015.2,18,41,2,"WNW","28",1010.5,"4","2021"
2021-04-21,3.4,16.1,1.2,"SSW",37,09:05:00.000000,8.7,61,6.57505518763797,"SSW","17",1014.9,14.3,38,5.65987780040733,"WSW","9",1013.1,"4","2021"
2021-04-22,-1.7,14.5,0,"WNW",43,15:33:00.000000,8.7,63,6.57505518763797,"NW","13",1012.9,13.1,49,5,"WNW","30",1012,"4","2021"
2021-04-23,0.5,18.3,0,"WNW",37,15:37:00.000000,11.3,63,6.57505518763797,"S","4",1017.5,17,39,5.65987780040733,"WNW","22",1016,"4","2021"
2021-04-24,-2.7,18.8,0,"NW",35,16:16:00.000000,7,79,6.57505518763797,"SSW","4",1023,18.1,40,5.65987780040733,"NW","17",1019.5,"4","2021"
2021-04-25,-0.7,18.6,0,"WNW",26,13:08:00.000000,8.3,84,6.57505518763797,"SW","9",1025.4,18.6,41,5.65987780040733,"WNW","13",1022,"4","2021"
2021-04-26,-1,19.4,0,"W",20,13:16:00.000000,7.6,87,6.57505518763797,"N","7",1026.4,18.4,43,5.65987780040733,"NW","13",1023.3,"4","2021"
2021-04-27,0.5,20.6,0,"N",24,13:52:00.000000,9.8,75,6.57505518763797,"ESE","9",1028.4,19.8,32,5.65987780040733,"NNW","15",1024.3,"4","2021"
2021-04-28,5.8,20.7,0,"WNW",24,11:48:00.000000,13.2,78,2,"W","7",1026.1,19.2,39,2,"N","15",1022.6,"4","2021"
2021-04-29,1.9,21.4,0,"WNW",17,12:34:00.000000,9.2,98,6.57505518763797,"SW","2",1025.4,20.8,33,5.65987780040733,"NNW","9",1022.5,"4","2021"
2021-04-30,2.3,21.6,0,"NNW",20,13:37:00.000000,10.2,89,6.57505518763797,"SE","9",1029.5,20.7,37,1,"NNE","11",1026.7,"4","2021"
2021-05-01,3.6,21.5,0,"SSW",31,13:19:00.000000,11.8,88,6.57505518763797,"NW","2",1030.9,21,41,5.65987780040733,"NNW","9",1028.1,"5","2021"
2021-05-02,3.4,21.3,0,"NW",30,12:24:00.000000,10.4,100,8,"NNW","0",1029.7,21,51,5.65987780040733,"NNW","15",1025.3,"5","2021"
2021-05-03,2.5,22.3,0,"SSW",39,18:46:00.000000,10.5,94,6.57505518763797,"NW","4",1024.5,21.4,48,8,"NW","19",1019,"5","2021"
2021-05-04,9.9,13.3,25.4,"SSW",17,09:45:00.000000,11,100,8,"E","6",1018.3,12.3,93,8,"SE","9",1016.6,"5","2021"
2021-05-05,10.3,15.8,12.4,"SSW",35,12:58:00.000000,13.3,90,7,"SSW","17",1018.6,14.5,84,8,"S","26",1017.7,"5","2021"
2021-05-06,11.6,19.8,0.6,"SE",54,13:52:00.000000,15.4,74,2,"SSE","20",1019.3,17.9,71,8,"SE","30",1016.3,"5","2021"
2021-05-07,12,20.6,0.2,"ESE",28,13:45:00.000000,15.4,88,8,"SE","11",1015.7,18.4,75,6,"ESE","13",1012.5,"5","2021"
2021-05-08,8.7,19.8,0.4,"NW",30,13:06:00.000000,11.4,100,8,"NNW","0",1015.5,18,48,8,"WNW","17",1014.4,"5","2021"
2021-05-09,6.6,20.4,0,"NW",31,14:23:00.000000,12.3,81,6.57505518763797,"S","7",1020.9,16.6,64,5.65987780040733,"NW","19",1017.5,"5","2021"
2021-05-10,3.3,18.2,0,"NW",44,11:11:00.000000,9.2,100,8,"S","7",1016.6,17.7,63,8,"NNW","24",1012.5,"5","2021"
2021-05-11,8,14.8,2.8,"N",24,01:08:00.000000,11.5,94,8,"NNW","13",1016.1,13.8,68,1,"NNW","17",1016.8,"5","2021"
2021-05-12,5.7,18.5,0,"E",30,15:20:00.000000,12,86,6,"SSE","6",1022.3,17,52,5.65987780040733,"ENE","13",1019.2,"5","2021"
2021-05-13,1,17.6,0,"WNW",41,14:19:00.000000,8.8,92,6.57505518763797,"N","4",1016.8,15.7,49,6,"WNW","24",1011.7,"5","2021"
2021-05-14,7,13.7,0,"WNW",44,04:28:00.000000,9.9,50,6.57505518763797,"NW","20",1013.9,12,49,5,"WNW","24",1013.1,"5","2021"
2021-05-15,6.1,12.1,0,"WNW",63,08:54:00.000000,9.2,62,2,"WNW","43",1010.8,11.4,45,3,"W","26",1013.5,"5","2021"
2021-05-16,-5.4,12.9,0,"NW",48,14:29:00.000000,1.8,83,6.57505518763797,"NNW","0",1022.6,11.1,49,5.65987780040733,"NW","35",1018.6,"5","2021"
2021-05-17,1.8,14.3,0,"NNW",39,01:19:00.000000,8.7,74,6.57505518763797,"N","13",1023.4,13.2,53,1,"NNW","26",1023,"5","2021"
2021-05-18,-3.6,12.8,0,"N",26,12:46:00.000000,2.3,99,8,"NNE","7",1030.1,12.2,52,5.65987780040733,"NNW","17",1027,"5","2021"
2021-05-19,-3.8,12.5,0.2,"WSW",19,14:54:00.000000,2.2,100,8,"E","6",1030,12.1,64,5.65987780040733,"WSW","13",1026.7,"5","2021"
2021-05-20,-1.9,14.7,0.2,"NNW",17,14:56:00.000000,4.3,100,8,"E","7",1029.3,13.4,60,8,"NNW","13",1026.9,"5","2021"
2021-05-21,-1.6,17.4,0,"SW",15,16:12:00.000000,7,82,6.57505518763797,"SE","9",1032.3,17.2,43,5.65987780040733,"WNW","6",1028.6,"5","2021"
2021-05-22,2.1,17.4,0,"SE",20,05:01:00.000000,5.4,78,6.57505518763797,"SSE","9",1029.6,17.1,36,5.65987780040733,"WNW","9",1025.2,"5","2021"
2021-05-23,-3,18,0,"E",28,18:15:00.000000,5.4,86,6.57505518763797,"NNW","0",1029.4,16,52,5.65987780040733,"E","13",1027,"5","2021"
2021-05-24,3.4,17.6,0,"ENE",19,12:21:00.000000,10.5,95,8,"SSW","7",1032.2,16,62,4,"NE","9",1028.4,"5","2021"
2021-05-25,4,18.7,0.2,"NNW",39,13:46:00.000000,6.8,100,8,"NNW","0",1026.4,18,48,2,"NNW","28",1019.4,"5","2021"
2021-05-26,6.7,13.9,5,"NNW",54,01:03:00.000000,10.3,73,6.57505518763797,"N","13",1017.3,12.6,52,3,"WNW","33",1017.3,"5","2021"
2021-05-27,-3.5,14.6,0,"WNW",39,14:09:00.000000,4.5,94,6.57505518763797,"NNW","0",1025.5,13.8,45,5.65987780040733,"WNW","26",1022.4,"5","2021"
2021-05-28,-0.1,11.8,0,"S",46,12:00:00.000000,6.9,77,6.57505518763797,"ESE","9",1026.2,10.7,39,5.65987780040733,"S","31",1026.6,"5","2021"
2021-05-29,-3.4,12.5,0,"S",39,08:57:00.000000,5.6,64,6.57505518763797,"S","30",1031,12,41,5.65987780040733,"SSW","15",1028.3,"5","2021"
2021-05-30,-4.1,13.6,0.2,"ESE",19,09:49:00.000000,4,82,6.57505518763797,"N","6",1030.7,13.4,40,5.65987780040733,"NW","9",1027,"5","2021"
2021-05-31,-6.3,15.7,0,"NNW",24,14:50:00.000000,0.8,99,6.57505518763797,"NNW","6",1027,15.1,32,5.65987780040733,"NNW","15",1023.1,"5","2021"
2021-06-01,-5.2,14.5,0,"NNW",30,14:18:00.000000,2,94,6.57505518763797,"NNW","0",1024.5,12.4,59,4,"NNW","19",1022.7,"6","2021"
2021-06-02,1.9,17.4,0,"WNW",28,15:02:00.000000,7.8,88,5,"NNW","0",1023.3,16.8,43,5.65987780040733,"NW","15",1019.7,"6","2021"
2021-06-03,6.1,10.5,10.4,"SE",17,13:29:00.000000,8.1,100,6.57505518763797,"NNW","0",1017.1,10.5,99,8,"SSE","9",1012.1,"6","2021"
2021-06-04,3.5,14.2,9.4,"WNW",39,15:54:00.000000,6,100,8,"SSE","2",1013.8,14,55,8,"WNW","20",1012.7,"6","2021"
2021-06-05,-4.8,10.4,0.2,"NNW",41,15:47:00.000000,0.4,97,2,"N","7",1024.1,10.1,66,5.65987780040733,"NNW","24",1021.1,"6","2021"
2021-06-06,-2.5,14.5,0,"NNW",28,16:24:00.000000,3,86,6.57505518763797,"NNW","4",1026.7,13.6,61,5.65987780040733,"N","17",1023.9,"6","2021"
2021-06-07,0.2,14.5,0,"NNW",30,14:03:00.000000,5.4,100,8,"N","4",1024.9,13,64,1,"NNW","22",1019.7,"6","2021"
2021-06-08,-0.3,15,0.2,"NW",44,12:35:00.000000,8.7,76,4,"WSW","4",1012.7,14.3,47,5.65987780040733,"N","30",1007.1,"6","2021"
2021-06-09,2.4,10,4,"NNW",28,15:10:00.000000,4.6,95,3,"S","4",1005.5,9.5,64,1,"NW","15",1001.4,"6","2021"
2021-06-10,1.4,9.3,10.8,"E",37,10:59:00.000000,5.4,85,6.57505518763797,"SE","17",1005,8,73,8,"SE","20",1005.7,"6","2021"
2021-06-11,4.9,13.5,8,"NNW",43,22:28:00.000000,9.1,82,8,"SW","15",1012,11.9,66,8,"SSE","7",1011.7,"6","2021"
2021-06-12,5.4,9.4,0,"NW",48,04:06:00.000000,6.7,86,8,"NNW","30",1016.1,8.5,83,7,"NNW","24",1016.3,"6","2021"
2021-06-13,4.3,13.8,0,"NNW",31,01:38:00.000000,8.2,83,6.57505518763797,"NNW","17",1019,12,60,3,"N","17",1016.1,"6","2021"
2021-06-14,4.2,13,0,"NNW",13,11:49:00.000000,6.6,99,8,"N","7",1018.8,12.5,71,8,"WNW","0",1016.6,"6","2021"
